actor_1_name,genres,score,actor_1_facebook_likes,Num
Johnny Depp,Biography|Comedy|Drama,7.9,40000,1
Jennifer Lawrence,Biography|Comedy|Drama,6.6,34000,1
Nancy O'Dell,Biography|Comedy|Documentary,5.4,71,1
Dick Clark,Biography|Comedy|Crime|Drama|Romance|Thriller,7.1,504,1
Dameon Clarke,Biography|Comedy|Crime|Drama|Romance,6.6,170,1
Peter Dinklage,Biography|Comedy|Crime|Drama,7.1,22000,1
Leonardo DiCaprio,Biography|Comedy|Crime|Drama,8.2,29000,1
Kevin Spacey,Biography|Comedy|Crime|Drama,6.2,18000,1
Maximilian Dirr,Biography,5.7,61,1
Kath Soucie,Animation|Family|Fantasy|Mystery,6.4,304,1
Oprah Winfrey,Animation|Family|Fantasy|Musical|Romance,7.1,852,1
Mel Blanc,Animation|Family|Fantasy|Musical,7.5,1000,1
Adriana Caselotti,Animation|Family|Fantasy|Musical,7.7,82,1
Quincy Jones,Animation|Family|Fantasy|Music,7.3,340,1
Leopold Stokowski,Animation|Family|Fantasy|Music,7.8,16,1
Jennifer Saunders,Animation|Family|Fantasy,7.7,309,1
Sariann Monaco,Animation|Family,4.4,163,1
Chazz Palminteri,Animation|Family,6.7,979,1
Robert Downey Jr.,Animation|Drama|Mystery|Sci-Fi|Thriller,7.1,21000,1
Demi Moore,Animation|Drama|Family|Musical|Romance,6.9,2000,1
Johnny Depp,Animation|Drama|Family|Fantasy|Musical|Romance,7.4,40000,1
Robin Wright,Animation|Drama|Family|Fantasy,6.8,18000,1
Sam Edwards,Animation|Drama|Family,7.4,16,1
Isabella Rossellini,Animation|Drama,6.9,812,1
Minnie Driver,Animation|Comedy|Fantasy|Musical,7.8,893,1
Brendan Fraser,Animation|Comedy|Fantasy,4.7,3000,1
Jeff Bridges,Animation|Comedy|Family|Sport,6.8,12000,1
Will Forte,Animation|Comedy|Family|Sci-Fi,7,622,1
Steve Carell,Animation|Comedy|Family|Sci-Fi,7.5,7000,1
Saif Ali Khan,Animation|Comedy|Family|Romance,5.3,532,1
Mark Gatiss,Animation|Comedy|Family|Mystery|Sci-Fi,7.5,567,1
Diedrich Bader,Animation|Comedy|Family|Mystery|Sci-Fi,6.5,759,1
Robin Williams,Animation|Comedy|Family|Musical,5.9,49000,1
Steve Buscemi,Animation|Comedy|Family|Music|Western,5.4,12000,1
Robin Williams,Animation|Comedy|Family|Music|Romance,6.5,49000,1
Martin Landau,Animation|Comedy|Family|Horror|Sci-Fi,7,940,1
Will Forte,Animation|Comedy|Family|Fantasy|Sci-Fi,6.5,622,1
Steve Buscemi,Animation|Comedy|Family|Fantasy|Mystery,6.6,12000,1
Jeff Bennett,Animation|Comedy|Family|Fantasy|Musical|Romance,7.1,283,1
Nathan Lane,Animation|Comedy|Family|Fantasy|Musical,5.8,886,1
George Kennedy,Animation|Comedy|Family|Fantasy|Musical,6.9,3000,1
Jesse McCartney,Animation|Comedy|Family|Fantasy|Music,5.2,1000,1
Amy Poehler,Animation|Comedy|Family|Fantasy|Music,4.5,1000,1
Steve Buscemi,Animation|Comedy|Family|Fantasy,6.9,24000,2
Julie Walters,Animation|Comedy|Family|Fantasy,7.2,838,1
Janeane Garofalo,Animation|Comedy|Family|Fantasy,8,1000,1
Bill Murray,Animation|Comedy|Family|Fantasy,5,26000,2
Steve Coogan,Animation|Comedy|Family,6.8,1000,1
Steve Carell,Animation|Comedy|Family,7.7,7000,1
Rob Paulsen,Animation|Comedy|Family,5.6,677,1
Peter Robbins,Animation|Comedy|Family,8.4,39,1
Justin Fletcher,Animation|Comedy|Family,8.3,45,1
Jim Broadbent,Animation|Comedy|Family,4.9,1000,1
Frank Welker,Animation|Comedy|Family,5,2000,1
Bruce Dinsmore,Animation|Comedy|Family,7.4,51,1
Amy Poehler,Animation|Comedy|Family,4.8,1000,1
Jennifer Jason Leigh,Animation|Comedy|Drama|Romance,7.3,1000,1
Charis Michelsen,Animation|Comedy|Drama|Fantasy|Sci-Fi,7,5,1
Kath Soucie,Animation|Comedy|Drama|Family|Musical,6.3,304,1
Michel Robin,Animation|Comedy|Drama,7.8,23,1
Brendon Small,Animation|Comedy|Drama,8.2,59,1
Mackenzie Foy,Animation|Comedy|Crime|Drama|Family,7.9,6000,1
Matthew Senreich,Animation|Comedy,7.8,11,1
Alyson Hannigan,Animation|Comedy,4.2,3000,1
Catherine Deneuve,Animation|Biography|Drama|War,8,963,1
Ari Folman,Animation|Biography|Documentary|Drama|History|War,8,56,1
Vic Mignogna,Animation,3.7,578,1
Joey D. Vieira,Animation,4.8,729,1
James Coburn,Adventure|War|Western,6.8,773,1
Wayne Knight,Adventure|Sci-Fi|Thriller,8.1,967,1
Tom Cruise,Adventure|Sci-Fi|Thriller,6.5,10000,1
Kate Winslet,Adventure|Sci-Fi|Thriller,6.3,14000,1
Jennifer Lawrence,Adventure|Sci-Fi|Thriller,7.15,68000,2
Don Cheadle,Adventure|Sci-Fi|Thriller,5.6,3000,1
Chris Evans,Adventure|Sci-Fi|Thriller,7.3,11000,1
Jennifer Lawrence,Adventure|Sci-Fi,6.6,34000,1
Frank Langella,Adventure|Mystery|Thriller,5.2,902,1
Chris Hemsworth,Adventure|Mystery|Thriller,6.5,26000,1
Michael Fassbender,Adventure|Mystery|Sci-Fi,7,13000,1
Leonard Nimoy,Adventure|Mystery|Sci-Fi,6.4,12000,1
Keir Dullea,Adventure|Mystery|Sci-Fi,8.3,273,1
Kate Winslet,Adventure|Mystery|Sci-Fi,6.7,14000,1
Tippi Hedren,Adventure|Horror|Thriller,6.4,634,1
Roy Scheider,Adventure|Horror|Thriller,5.7,813,1
MyAnna Buring,Adventure|Horror|Thriller,7.2,513,1
Judith Barsi,Adventure|Horror|Thriller,2.8,912,1
Eddie Cibrian,Adventure|Horror|Thriller,5.1,849,1
Kenneth Tobey,Adventure|Horror|Sci-Fi,6.7,57,1
Radha Mitchell,Adventure|Horror|Mystery,6.6,992,1
Kane Hodder,Adventure|Horror,4.5,935,1
Daryl Sabara,Adventure|Horror,5.4,640,1
Bruce Dern,Adventure|Fantasy|Thriller,5.7,844,1
Nicholas Rowe,Adventure|Fantasy|Mystery|Thriller,6.8,155,1
Jason Flemyng,Adventure|Fantasy|Mystery|Thriller,5.4,1000,1
Andrew Garfield,Adventure|Fantasy|Mystery,6.8,10000,1
Kim Director,Adventure|Fantasy|Horror|Mystery|Thriller,4,193,1
William Smith,Adventure|Fantasy,6.9,1838,2
Tanya Roberts,Adventure|Fantasy,4.8,433,1
Stephanie Leonidas,Adventure|Fantasy,6.9,420,1
Michael Berryman,Adventure|Fantasy,4.8,721,1
Eddie Marsan,Adventure|Fantasy,6.3,979,1
Aidan Turner,Adventure|Fantasy,7.766666667,15000,3
Teri Garr,Adventure|Family|Sport,7.4,481,1
Teo Halm,Adventure|Family|Sci-Fi,5.8,803,1
Frances Bavier,Adventure|Family|Romance,6.1,407,1
Bill Murray,Adventure|Family|Fantasy|Sci-Fi,6.5,13000,1
Robin Wright,Adventure|Family|Fantasy|Romance,8.1,18000,1
Henry Cavill,Adventure|Family|Fantasy|Romance,7.7,15000,1
Robert Pattinson,Adventure|Family|Fantasy|Mystery,7.55,42000,2
Daniel Radcliffe,Adventure|Family|Fantasy|Mystery,7.6,22000,2
Alan Rickman,Adventure|Family|Fantasy|Mystery,7.5,25000,1
Martin Landau,Adventure|Family|Fantasy|Musical,5.3,940,1
Margaret Hamilton,Adventure|Family|Fantasy|Musical,8.1,695,1
Chazz Palminteri,Adventure|Family|Fantasy|Musical,6.7,979,1
Lena Horne,Adventure|Family|Fantasy|Music|Musical,5.2,738,1
Piper Laurie,Adventure|Family|Fantasy|Horror|Mystery,6.7,303,1
Tim Holmes,Adventure|Family|Fantasy,6.4,88000,2
Martin Short,Adventure|Family|Fantasy,6.6,770,1
Mark Rylance,Adventure|Family|Fantasy,6.8,535,1
Logan Lerman,Adventure|Family|Fantasy,5.9,16000,2
Johnny Depp,Adventure|Family|Fantasy,6.466666667,120000,3
Jim Broadbent,Adventure|Family|Fantasy,6.9,1000,1
Ioan Gruffudd,Adventure|Family|Fantasy,5.4,2000,1
Hugh Jackman,Adventure|Family|Fantasy,5.8,60000,3
Daniel Radcliffe,Adventure|Family|Fantasy,7.5,11000,1
Christopher Lee,Adventure|Family|Fantasy,6.1,16000,1
Bryce Dallas Howard,Adventure|Family|Fantasy,7.3,3000,1
Bruce Spence,Adventure|Family|Fantasy,6.3,531,1
Brendan Fraser,Adventure|Family|Fantasy,6.1,3000,1
Alex Kendrick,Adventure|Family|Fantasy,4.8,589,1
Trevor Morgan,Adventure|Family,2.8,595,1
Paul Hogan,Adventure|Family,5.2,442,1
Natasha Henstridge,Adventure|Family,4.7,900,1
Jay Hernandez,Adventure|Family,6.8,1000,1
Bj?rn Sundquist,Adventure|Family,6.7,35,1
Matt Damon,Adventure|Drama|Western,7.7,13000,1
Mary McDonnell,Adventure|Drama|Western,8,933,1
Jeff Bridges,Adventure|Drama|Western,6.8,12000,1
James Ransone,Adventure|Drama|Western,5.5,412,1
William Holden,Adventure|Drama|War,8.2,682,1
Michael Fassbender,Adventure|Drama|War,8.3,13000,1
Leonardo DiCaprio,Adventure|Drama|Thriller|Western,8.1,29000,1
J?rgen Prochnow,Adventure|Drama|Thriller|War,8.4,362,1
Shah Rukh Khan,Adventure|Drama|Thriller,8,8000,1
Roy Scheider,Adventure|Drama|Thriller,7.85,1626,2
Mary Elizabeth Mastrantonio,Adventure|Drama|Thriller,7.1,638,1
Leonardo DiCaprio,Adventure|Drama|Thriller,7.3,58000,2
Ioan Gruffudd,Adventure|Drama|Thriller,5.9,2000,1
Phaldut Sharma,Adventure|Drama|Sci-Fi|Thriller,7.8,39,1
Michael Biehn,Adventure|Drama|Sci-Fi|Thriller,7.6,2000,1
Kirsten Dunst,Adventure|Drama|Sci-Fi|Thriller,6.7,4000,1
Jennifer Lawrence,Adventure|Drama|Sci-Fi|Thriller,7.3,34000,1
Matthew McConaughey,Adventure|Drama|Sci-Fi,8.6,11000,1
Matt Damon,Adventure|Drama|Sci-Fi,8.1,13000,1
J.K. Simmons,Adventure|Drama|Sci-Fi,6.3,24000,1
Haley Joel Osment,Adventure|Drama|Sci-Fi,7.1,3000,1
Hedy Lamarr,Adventure|Drama|Romance|Western,7.1,1000,1
Olivier Martinez,Adventure|Drama|Romance|War,7.1,837,1
Essie Davis,Adventure|Drama|Romance|War,6.6,309,1
Djimon Hounsou,Adventure|Drama|Romance|War,6.5,3000,1
Catherine Deneuve,Adventure|Drama|Romance|War,6.3,963,1
Angelina Jolie Pitt,Adventure|Drama|Romance|War,6.5,11000,1
Tom Hanks,Adventure|Drama|Romance,7.7,15000,1
Robert Shaw,Adventure|Drama|Romance,6.6,559,1
Milla Jovovich,Adventure|Drama|Romance,5.1,14000,1
Lorraine Bracco,Adventure|Drama|Romance,6,472,1
Liam Aiken,Adventure|Drama|Romance,5.6,818,1
Judith Anderson,Adventure|Drama|Romance,6.2,197,1
David Niven,Adventure|Drama|Romance,7.8,490,1
Brooke Shields,Adventure|Drama|Romance,5.7,1000,1
Amanda Schull,Adventure|Drama|Mystery|Sci-Fi|Thriller,7.6,757,1
Tom Hanks,Adventure|Drama|Mystery,6.9,15000,1
Matt Damon,Adventure|Drama|Mystery,6.2,13000,1
Tom Wilkinson,Adventure|Drama|Horror|Thriller,6.8,1000,1
Radha Mitchell,Adventure|Drama|Horror|Mystery|Thriller,5,991,1
Ryan O'Neal,Adventure|Drama|History|War,8.1,385,1
James Coburn,Adventure|Drama|History|Thriller|War,8.3,773,1
Philip Seymour Hoffman,Adventure|Drama|History|Romance|War,7.2,22000,1
Viggo Mortensen,Adventure|Drama|History|Romance|Thriller|War,6.1,10000,1
Max Minghella,Adventure|Drama|History|Romance,7.2,614,1
Tom Hanks,Adventure|Drama|History,7.6,15000,1
Richard Wilson,Adventure|Drama|History,7.4,358,1
Rae Dawn Chong,Adventure|Drama|History,7.4,581,1
Morgan Freeman,Adventure|Drama|History,6.066666667,33000,3
Dennis Quaid,Adventure|Drama|History,7.9,2000,1
Mark Fantasia,Adventure|Drama|Fantasy|Thriller|Western,4,814,1
Robert Pattinson,Adventure|Drama|Fantasy|Romance,5.125,84000,4
Nicole Beharie,Adventure|Drama|Fantasy|Mystery|Thriller,7.5,898,1
Dominic Cooper,Adventure|Drama|Fantasy|Mystery,8.3,3000,1
Suraj Sharma,Adventure|Drama|Fantasy,8,774,1
Steve Buscemi,Adventure|Drama|Fantasy,8,12000,1
Curtis Armstrong,Adventure|Drama|Fantasy,5.3,876,1
Tony Bonner,Adventure|Drama|Family|Romance|Western,7.3,492,1
Chlo? Grace Moretz,Adventure|Drama|Family|Mystery,7.5,17000,1
James Mason,Adventure|Drama|Family|Fantasy|Sci-Fi,7.2,1235,2
Scarlett Johansson,Adventure|Drama|Family|Fantasy,7.8,38000,2
Josh Hutcherson,Adventure|Drama|Family|Fantasy,7.2,14000,1
Gerald McRaney,Adventure|Drama|Family|Fantasy,7.4,523,1
Catherine O'Hara,Adventure|Drama|Family|Fantasy,6.8,925,1
Paul Walker,Adventure|Drama|Family,7.3,23000,1
Eamonn Walker,Adventure|Drama|Family,7.3,706,1
David Gant,Adventure|Drama|Family,7.1,21,1
Alison Lohman,Adventure|Drama|Family,6.2,1000,1
William Hurt,Adventure|Drama,6.3,882,1
Viggo Mortensen,Adventure|Drama,7.3,10000,1
Tshewang Dendup,Adventure|Drama,7.5,0,1
Seymour Cassel,Adventure|Drama,6.7,327,1
Royal Dano,Adventure|Drama,7.4,232,1
Robert De Niro,Adventure|Drama,7.2,22000,1
Marshall Bell,Adventure|Drama,8.1,217,1
Kristen Stewart,Adventure|Drama,6.1,17000,1
Konstantin Khabenskiy,Adventure|Drama,7.5,114,1
Jeff Bridges,Adventure|Drama,6.6,12000,1
Faye Dunaway,Adventure|Drama,4,977,1
Chase Ellison,Adventure|Drama,7,772,1
America Ferrera,Adventure|Drama,7.4,953,1
Charlotte Rampling,Adventure|Documentary|Short,6.5,844,1
Nicholas Aaron,Adventure|Documentary|Drama|Sport,8.1,21,1
Naderev Sano,Adventure|Documentary,7,0,1
Robert Duvall,Adventure|Crime|Thriller,5.7,3000,1
Samira Wiley,Adventure|Crime|Mystery|Sci-Fi|Thriller,7.1,646,1
Christian Bale,Adventure|Crime|Drama|Western,7.8,23000,1
Lesley-Anne Down,Adventure|Crime|Drama|Thriller,7,187,1
Victor Wong,Adventure|Crime|Drama|Romance,3,400,1
Levon Helm,Adventure|Crime|Drama|Mystery|Western,7.5,572,1
Wagner Moura,Adventure|Crime|Drama|Mystery|Thriller,7.2,585,1
Everett McGill,Adventure|Crime|Drama,6.2,201,1
Jaime Camil,Adventure|Comedy|Western,6,274,1
Alanna Ubach,Adventure|Comedy|Sport,6.2,584,1
Lea Thompson,Adventure|Comedy|Sci-Fi|Western,7.4,1000,1
Zooey Deschanel,Adventure|Comedy|Sci-Fi,6.8,11000,1
Will Ferrell,Adventure|Comedy|Sci-Fi,5.4,8000,1
Leonard Nimoy,Adventure|Comedy|Sci-Fi,7.3,12000,1
Lea Thompson,Adventure|Comedy|Sci-Fi,8.15,2000,2
Joan Rivers,Adventure|Comedy|Sci-Fi,7.1,1000,1
Jizelle Jade,Adventure|Comedy|Sci-Fi,6.1,33000,1
Bobby Lee,Adventure|Comedy|Sci-Fi,7,176,1
Ariana Richards,Adventure|Comedy|Sci-Fi,5.3,610,1
Anthony 'Citric' Campos,Adventure|Comedy|Sci-Fi,6.6,586,1
Alan Rickman,Adventure|Comedy|Sci-Fi,7.3,25000,1
Jake Gyllenhaal,Adventure|Comedy|Romance|Sci-Fi,5.6,15000,1
Lee Marvin,Adventure|Comedy|Romance,6.9,756,1
Katrina Bowden,Adventure|Comedy|Romance,6.5,948,1
Sarah Michelle Gellar,Adventure|Comedy|Mystery,4.9,4000,1
Antony Starr,Adventure|Comedy|Mystery,5.9,506,1
Gladys Cooper,Adventure|Comedy|Musical|Romance,7.1,89,1
Keanu Reeves,Adventure|Comedy|Music|Sci-Fi,6.9,18000,1
Emma Stone,Adventure|Comedy|Horror|Sci-Fi,7.7,15000,1
Zak Penn,Adventure|Comedy|Horror,6.6,87,1
Hayden Christensen,Adventure|Comedy|History|Romance,4.8,4000,1
Albert Finney,Adventure|Comedy|History,6.8,883,1
Shelley Duvall,Adventure|Comedy|Fantasy|Sci-Fi,7,629,1
Jane Fonda,Adventure|Comedy|Fantasy|Sci-Fi,5.9,949,1
Keanu Reeves,Adventure|Comedy|Fantasy|Music|Sci-Fi,6.2,18000,1
Tom Wilkinson,Adventure|Comedy|Fantasy,4.8,1000,1
Natalie Portman,Adventure|Comedy|Fantasy,5.6,20000,1
Eric Idle,Adventure|Comedy|Fantasy,8.3,795,1
James Coburn,Adventure|Comedy|Family|Sport,5.1,773,1
Doug E. Doug,Adventure|Comedy|Family|Sport,6.9,953,1
Michael Angarano,Adventure|Comedy|Family|Sci-Fi,6.2,947,1
Marc Blucas,Adventure|Comedy|Family|Romance|Sci-Fi,4.9,973,1
Tyler James Williams,Adventure|Comedy|Family|Romance,5.1,931,1
Nia Long,Adventure|Comedy|Family|Romance,4.6,826,1
Leighton Meester,Adventure|Comedy|Family|Romance,5.8,3000,1
Will Smith,Adventure|Comedy|Family|Mystery|Sci-Fi,7.3,10000,1
Madeline Kahn,Adventure|Comedy|Family|Musical,7.7,1000,1
Bill Cobbs,Adventure|Comedy|Family|Musical,7.1,970,1
Clayton Snyder,Adventure|Comedy|Family|Music|Romance,5.3,925,1
Malese Jow,Adventure|Comedy|Family|Fantasy|Sci-Fi,5.4,1000,1
Bob Hoskins,Adventure|Comedy|Family|Fantasy|Sci-Fi,4,5000,1
Scoot McNairy,Adventure|Comedy|Family|Fantasy|Romance|Sport,4.7,660,1
Vanessa Williams,Adventure|Comedy|Family|Fantasy|Musical,5.8,1000,1
Josh Charles,Adventure|Comedy|Family|Fantasy|Music|Sci-Fi,6.2,1000,1
Sarah Michelle Gellar,Adventure|Comedy|Family|Fantasy|Horror|Mystery,4.9,4000,1
Odeya Rush,Adventure|Comedy|Family|Fantasy|Horror,6.4,4000,2
Sierra McCormick,Adventure|Comedy|Family|Fantasy,6.7,512,1
Sean Hayes,Adventure|Comedy|Family|Fantasy,3.8,760,1
Robin Williams,Adventure|Comedy|Family|Fantasy,6.266666667,147000,3
Richard E. Grant,Adventure|Comedy|Family|Fantasy,5.7,554,1
Johnny Depp,Adventure|Comedy|Family|Fantasy,6.7,40000,1
Jim Broadbent,Adventure|Comedy|Family|Fantasy,5.8,1000,1
James Corden,Adventure|Comedy|Family|Fantasy,4.9,480,1
Gerard Butler,Adventure|Comedy|Family|Fantasy,6,18000,1
Chazz Palminteri,Adventure|Comedy|Family|Fantasy,5.9,979,1
Alain Delon,Adventure|Comedy|Family|Fantasy,5.1,936,1
Taylor Lautner,Adventure|Comedy|Family,5.4,12000,1
Macaulay Culkin,Adventure|Comedy|Family,6.6,3000,1
Logan Lerman,Adventure|Comedy|Family,5.6,8000,1
Ioan Gruffudd,Adventure|Comedy|Family,4.8,2000,1
Frankie Muniz,Adventure|Comedy|Family,5.4,1868,2
Chris Elliott,Adventure|Comedy|Family,4.9,571,1
Burgess Meredith,Adventure|Comedy|Family,6.5,1000,1
James Brolin,Adventure|Comedy|Drama|Romance|Thriller|War,6.9,499,1
Steve Carell,Adventure|Comedy|Drama|Romance|Sci-Fi,6.7,7000,1
Zachary Gordon,Adventure|Comedy|Drama|Romance,6.9,975,1
Virginia Madsen,Adventure|Comedy|Drama|Romance,7.5,912,1
Maribel Verd?,Adventure|Comedy|Drama|Romance,7.7,269,1
Bruce Willis,Adventure|Comedy|Drama|Romance,7.8,13000,1
Philip Seymour Hoffman,Adventure|Comedy|Drama|Music,7.9,22000,1
Adam Scott,Adventure|Comedy|Drama|Fantasy|Romance,7.3,3000,1
Johnny Depp,Adventure|Comedy|Drama|Fantasy|Musical,6,40000,1
Matthew Broderick,Adventure|Comedy|Drama|Fantasy,7,2000,1
Matt Damon,Adventure|Comedy|Drama|Fantasy,7.4,13000,1
Bruce Greenwood,Adventure|Comedy|Drama|Family|Sport,5.2,984,1
Jamie Lee Curtis,Adventure|Comedy|Drama|Family|Romance,3.7,2000,1
Tim Blake Nelson,Adventure|Comedy|Drama|Family|Mystery,7.1,596,1
Mara Wilson,Adventure|Comedy|Drama|Family|Fantasy,3.6,1000,1
Julia Roberts,Adventure|Comedy|Drama|Family|Fantasy,5.6,8000,1
Adam Goldberg,Adventure|Comedy|Drama|Family|Fantasy,5.8,1000,1
Curtis Armstrong,Adventure|Comedy|Drama|Family,6.2,876,1
Morgan Freeman,Adventure|Comedy|Drama,7.4,11000,1
Marley Shelton,Adventure|Comedy|Drama,6.1,690,1
LL Cool J,Adventure|Comedy|Drama,6.4,1000,1
Kevin Zegers,Adventure|Comedy|Drama,7.4,2000,1
Johnny Depp,Adventure|Comedy|Drama,7.7,40000,1
Devin Ratray,Adventure|Comedy|Drama,7.8,1000,1
Brittany Daniel,Adventure|Comedy|Drama,5.9,861,1
Bill Murray,Adventure|Comedy|Drama,7.3,13000,1
J.K. Simmons,Adventure|Comedy|Crime|Romance,6.1,24000,1
Holly Hunter,Adventure|Comedy|Crime|Music,7.8,1000,1
Roger Rees,Adventure|Comedy|Crime|Family|Mystery,5.6,1000,1
Ty Burrell,Adventure|Comedy|Crime|Family|Musical,6.4,3000,1
Joe Mantegna,Adventure|Comedy|Crime|Drama|Family,5.9,1000,1
Bill Murray,Adventure|Comedy|Crime|Drama,8.1,13000,1
Jere Burns,Adventure|Comedy|Crime,4.8,460,1
Wilford Brimley,Adventure|Comedy,6.5,957,1
Thomas McDonell,Adventure|Comedy,5.4,962,1
Paul Hogan,Adventure|Comedy,6.5,442,1
Patton Oswalt,Adventure|Comedy,6.3,786,1
Olivia Wilde,Adventure|Comedy,4.9,10000,1
Kevin Alejandro,Adventure|Comedy,5.3,1000,1
Ethan Embry,Adventure|Comedy,7.1,982,1
David Carradine,Adventure|Comedy,2.3,926,1
Danneel Ackles,Adventure|Comedy,6.6,1000,1
Craig T. Nelson,Adventure|Comedy,5.5,723,1
Corinna Harney,Adventure|Comedy,6.4,779,1
Chris Hemsworth,Adventure|Comedy,6.1,26000,1
Bruce Spence,Adventure|Comedy,6.3,531,1
Beverly D'Angelo,Adventure|Comedy,7.4,816,1
Christian Bale,Adventure|Biography|Drama|War,7.3,23000,1
Joseph Gordon-Levitt,Adventure|Biography|Drama|Thriller,7.4,23000,1
James Franco,Adventure|Biography|Drama|Thriller,7.6,11000,1
Illeana Douglas,Adventure|Biography|Drama|Thriller,7.1,344,1
Rachel Hendrix,Adventure|Biography|Drama|Romance,4.7,544,1
Blanchard Ryan,Adventure|Biography|Drama|Horror|Thriller,5.7,48,1
Tadanobu Asano,Adventure|Biography|Drama|History|War,7.3,627,1
Paul Brooke,Adventure|Biography|Drama|History|War,6.4,51,1
Claude Rains,Adventure|Biography|Drama|History|War,8.4,607,1
Brad Pitt,Adventure|Biography|Drama|History|War,7,11000,1
Michael Kelly,Adventure|Biography|Drama|History|Sport|Thriller,7.1,963,1
Roy Billing,Adventure|Biography|Drama|History,7.5,116,1
Michiel Huisman,Adventure|Biography|Drama,7.1,2000,1
Kristen Stewart,Adventure|Biography|Drama,8.2,17000,1
Anne Hathaway,Adventure|Biography|Drama,6.5,11000,1
Josh Swanson,Adventure|Biography|Documentary|Drama,7.6,53,1
Dennis Quaid,Adventure|Biography|Crime|Drama|Western,6.6,2000,1
Liam Neeson,Adventure|Biography,6.9,14000,1
Shun Oguri,Adventure|Animation|Sci-Fi,6.5,173,1
John Vernon,Adventure|Animation|Fantasy|Horror|Sci-Fi,6.7,187,1
Minnie Driver,Adventure|Animation|Fantasy,8.4,893,1
Konstantin Khabenskiy,Adventure|Animation|Fantasy,4.1,114,1
Matt Damon,Adventure|Animation|Family|Western,7,13000,1
Alfre Woodard,Adventure|Animation|Family|Thriller,6.5,1000,1
Pablo Rago,Adventure|Animation|Family|Sport,6.7,20,1
Joseph Gordon-Levitt,Adventure|Animation|Family|Sci-Fi,7.1,23000,1
John Ratzenberger,Adventure|Animation|Family|Sci-Fi,8.4,1000,1
Haley Joel Osment,Adventure|Animation|Family|Musical,5.4,3000,1
Ming-Na Wen,Adventure|Animation|Family|Fantasy|Musical|War,7.5,2000,1
Lea Michele,Adventure|Animation|Family|Fantasy|Musical,5.6,2000,1
Tom Hanks,Adventure|Animation|Family|Fantasy,6.6,15000,1
Sean Lennon,Adventure|Animation|Family|Fantasy,7.7,61,1
Rumi Hiiragi,Adventure|Animation|Family|Fantasy,7.7,6,1
Roger Rees,Adventure|Animation|Family|Fantasy,5.8,1000,1
Rob Paulsen,Adventure|Animation|Family|Fantasy,6.6,677,1
Mia Farrow,Adventure|Animation|Family|Fantasy,6,563,1
Josh Hutcherson,Adventure|Animation|Family|Fantasy,6.7,14000,1
Hugh Jackman,Adventure|Animation|Family|Fantasy,7.3,20000,1
Gerard Butler,Adventure|Animation|Family|Fantasy,8.2,18000,1
Christian Bale,Adventure|Animation|Family|Fantasy,8.2,23000,1
Bunta Sugawara,Adventure|Animation|Family|Fantasy,8.6,17,1
Blythe Auffarth,Adventure|Animation|Family|Fantasy,6.4,76,1
Liam Neeson,Adventure|Animation|Family,5.8,14000,1
Judith Barsi,Adventure|Animation|Family,7.3,912,1
Erin Fitzgerald,Adventure|Animation|Family,5.3,99,1
Ed Begley Jr.,Adventure|Animation|Family,6.1,783,1
Charlie Rowe,Adventure|Animation|Family,5.2,882,1
Matthew Broderick,Adventure|Animation|Drama|Family|Musical,8.5,2000,1
Christian Bale,Adventure|Animation|Drama|Family|History|Musical|Romance,6.6,23000,1
Kirsten Dunst,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,7.1,4000,1
Jeff Bridges,Adventure|Animation|Drama|Family|Fantasy,7.8,12000,1
Eric Idle,Adventure|Animation|Comedy|Fantasy|Romance,4.4,795,1
Adam Goldberg,Adventure|Animation|Comedy|Fantasy|Music|Romance,6.8,1000,1
James Franco,Adventure|Animation|Comedy|Fantasy,7.5,11000,1
Johnny Depp,Adventure|Animation|Comedy|Family|Western,7.2,40000,1
Jim Broadbent,Adventure|Animation|Comedy|Family|War,5.6,1000,1
Ryan Reynolds,Adventure|Animation|Comedy|Family|Sport,6.5,16000,1
John Ratzenberger,Adventure|Animation|Comedy|Family|Sport,7.2,1000,1
Joe Mantegna,Adventure|Animation|Comedy|Family|Sport,6.3,1000,1
Ty Burrell,Adventure|Animation|Comedy|Family|Sci-Fi,6.9,3000,1
Jim Broadbent,Adventure|Animation|Comedy|Family|Sci-Fi,6.3,1000,1
Jack McBrayer,Adventure|Animation|Comedy|Family|Sci-Fi,7.8,975,1
Dwayne Johnson,Adventure|Animation|Comedy|Family|Sci-Fi,6.1,12000,1
Cheryl Hines,Adventure|Animation|Comedy|Family|Sci-Fi,4.5,541,1
Catherine O'Hara,Adventure|Animation|Comedy|Family|Sci-Fi,5.8,925,1
Brendan Fraser,Adventure|Animation|Comedy|Family|Sci-Fi,5.9,3000,1
Kevin Sussman,Adventure|Animation|Comedy|Family|Romance,5.3,681,1
