actor_1_name,genres,score,actor_1_facebook_likes,Num
Brian Dennehy,Comedy|Crime|Romance,5.9,954,1
Amanda Detmer,Comedy|Crime|Romance,5.9,240,1
Ally Walker,Comedy|Crime|Romance,6.3,349,1
Woody Allen,Comedy|Crime|Mystery|Romance,6.8,11000,1
Will Ferrell,Comedy|Crime|Mystery,5.6,8000,1
Scarlett Johansson,Comedy|Crime|Mystery,6.7,19000,1
Robert Downey Jr.,Comedy|Crime|Mystery,7.6,21000,1
Geoffrey Arend,Comedy|Crime|Mystery,7.1,816,1
Corbin Bernsen,Comedy|Crime|Mystery,8.4,1000,1
Burt Kwouk,Comedy|Crime|Mystery,7.1,462,1
Catherine Deneuve,Comedy|Crime|Musical|Romance,7.1,963,1
Robert Downey Jr.,Comedy|Crime|Musical|Mystery,5.6,21000,1
Colm Feore,Comedy|Crime|Musical,7.2,539,1
Mike Epps,Comedy|Crime|Music,5.2,706,1
Dwayne Johnson,Comedy|Crime|Music,5.7,12000,1
Debbie Reynolds,Comedy|Crime|Music,6.3,786,1
Dave Legeno,Comedy|Crime|Horror|Thriller,6.2,570,1
Divine,Comedy|Crime|Horror,6.1,462,1
Kathleen Turner,Comedy|Crime|Family|Sci-Fi,2.5,899,1
Mary-Kate Olsen,Comedy|Crime|Family|Romance,4.8,976,1
Kay Panabaker,Comedy|Crime|Family|Mystery|Romance|Thriller,5.9,720,1
Noel Fisher,Comedy|Crime|Family,5.3,833,1
Kirby Heyborne,Comedy|Crime|Family,6,69,1
Dean Stockwell,Comedy|Crime|Drama|Thriller|War,6.9,936,1
Robin Williams,Comedy|Crime|Drama|Thriller,6.4,49000,1
Matt Damon,Comedy|Crime|Drama|Thriller,6.5,13000,1
Jon Favreau,Comedy|Crime|Drama|Thriller,6.4,4000,1
Demi Moore,Comedy|Crime|Drama|Thriller,4.3,2000,1
Chelcie Ross,Comedy|Crime|Drama|Thriller,5.8,244,1
Bokeem Woodbine,Comedy|Crime|Drama|Thriller,6.9,904,1
Angelina Jolie Pitt,Comedy|Crime|Drama|Thriller,6.2,11000,1
Adam Scott,Comedy|Crime|Drama|Thriller,6.8,3000,1
Frank Langella,Comedy|Crime|Drama|Sci-Fi,7.1,902,1
Sarah Michelle Gellar,Comedy|Crime|Drama|Romance|Thriller,4.9,4000,1
Sandrine Kiberlain,Comedy|Crime|Drama|Romance|Thriller,6.9,71,1
Faizon Love,Comedy|Crime|Drama|Romance|Thriller,5.6,585,1
Will Smith,Comedy|Crime|Drama|Romance,6.6,10000,1
Michael Angarano,Comedy|Crime|Drama|Romance,6.6,947,1
Bruce Willis,Comedy|Crime|Drama|Romance,6.6,13000,1
Anjelica Huston,Comedy|Crime|Drama|Romance,7.5,1000,1
Kim Dickens,Comedy|Crime|Drama|Mystery|Thriller,7,624,1
Michaela Conlin,Comedy|Crime|Drama|Mystery|Romance,7.9,1000,1
Martin Dew,Comedy|Crime|Drama|Mystery|Romance,6.7,204,1
Marie-Jos?e Croze,Comedy|Crime|Drama|Mystery|Romance,7.7,150,1
Carmen Maura,Comedy|Crime|Drama|Mystery,7.6,148,1
T.I.,Comedy|Crime|Drama|Music|Romance,6,680,1
Brighton Sharbino,Comedy|Crime|Drama|Horror|Thriller,6.8,3000,1
Kevin Corrigan,Comedy|Crime|Drama|Horror|Mystery|Thriller,6.4,778,1
Vanessa Ferlito,Comedy|Crime|Drama,4.1,923,1
Steven Van Zandt,Comedy|Crime|Drama,8.1,422,1
Robert De Niro,Comedy|Crime|Drama,6.4,22000,1
Richard E. Grant,Comedy|Crime|Drama,6.2,554,1
Patrick Fugit,Comedy|Crime|Drama,6.8,835,1
Noel Gugliemi,Comedy|Crime|Drama,6.1,2000,1
Morgan Freeman,Comedy|Crime|Drama,6.3,11000,1
Michael Smiley,Comedy|Crime|Drama,6.5,177,1
Michael Kelly,Comedy|Crime|Drama,6.8,963,1
Meat Loaf,Comedy|Crime|Drama,6.3,783,1
Matthew McConaughey,Comedy|Crime|Drama,6.8,11000,1
Linda Cardellini,Comedy|Crime|Drama,6.8,2000,1
Kurtwood Smith,Comedy|Crime|Drama,6.8,1000,1
Kimberly Elise,Comedy|Crime|Drama,7.3,637,1
Kayvan Novak,Comedy|Crime|Drama,7.3,414,1
John Amos,Comedy|Crime|Drama,4.8,982,1
Henry Thomas,Comedy|Crime|Drama,7.2,861,1
Elizabeth Berrington,Comedy|Crime|Drama,8,65,1
Eileen Brennan,Comedy|Crime|Drama,8.3,1000,1
Dwayne Johnson,Comedy|Crime|Drama,6.5,12000,1
Collette Wolfe,Comedy|Crime|Drama,5.8,390,1
Chazz Palminteri,Comedy|Crime|Drama,5.9,979,1
Bernie Mac,Comedy|Crime|Drama,7.1,1000,1
Andrew Wilson,Comedy|Crime|Drama,7.1,387,1
Woody Allen,Comedy|Crime,6.7,11000,1
Will Ferrell,Comedy|Crime,6.5,16000,2
Wendi McLendon-Covey,Comedy|Crime,5.9,655,1
Vincent Pastore,Comedy|Crime,4.6,1168,2
Snoop Dogg,Comedy|Crime,6.1,881,1
Seymour Cassel,Comedy|Crime,5.6,327,1
Sarah Silverman,Comedy|Crime,5.7,931,1
Sarah Polley,Comedy|Crime,7.3,900,1
Robert De Niro,Comedy|Crime,6.2,66000,3
Philip Seymour Hoffman,Comedy|Crime,8.2,22000,1
Morgan Freeman,Comedy|Crime,4.9,11000,1
Michael Rapaport,Comedy|Crime,5,975,1
Michael Jeter,Comedy|Crime,6.4,693,1
Martin Starr,Comedy|Crime,5.1,1970,2
Laura-Leigh,Comedy|Crime,7,740,1
Kristy Swanson,Comedy|Crime,5.3,578,1
Kristen Stewart,Comedy|Crime,5.2,17000,1
Kevin Spacey,Comedy|Crime,6.6,36000,2
Kelly Preston,Comedy|Crime,6,742,1
Jon Favreau,Comedy|Crime,5.7,4000,1
John Michael Higgins,Comedy|Crime,6.1,957,1
Jim Broadbent,Comedy|Crime,7.5,1000,1
Jason Statham,Comedy|Crime,8.266666667,78000,3
Janeane Garofalo,Comedy|Crime,6.6,1000,1
Ivana Milicevic,Comedy|Crime,3.1,834,1
Harvey Fierstein,Comedy|Crime,6.1,499,1
Greg Grunberg,Comedy|Crime,5.1,833,1
George Kennedy,Comedy|Crime,6.6,6000,2
Fred Gwynne,Comedy|Crime,7.5,886,1
Dylan Baker,Comedy|Crime,6,812,1
Donald Faison,Comedy|Crime,4.75,1854,2
Dax Flame,Comedy|Crime,6.7,971,1
Dave Chappelle,Comedy|Crime,6.7,744,1
Christopher Lee,Comedy|Crime,3.3,16000,1
Chlo? Grace Moretz,Comedy|Crime,4.6,17000,1
Chazz Palminteri,Comedy|Crime,4.3,979,1
Busy Philipps,Comedy|Crime,5.4,1000,1
Bruce Willis,Comedy|Crime,6.7,13000,1
Bo Huang,Comedy|Crime,7.7,4,1
Bernie Mac,Comedy|Crime,5.5,1000,1
Abbie Cornish,Comedy|Crime,7.2,2000,1
Zooey Deschanel,Comedy,5.9,11000,1
Woody Allen,Comedy,7.1,33000,3
Will Ferrell,Comedy,6.46,40000,5
Vivica A. Fox,Comedy,4.9,890,1
Vanessa Williams,Comedy,4.3,1000,1
Tom Wilkinson,Comedy,5.4,1000,1
Tom Selleck,Comedy,6.3,19000,1
Tina Fey,Comedy,7,2000,1
Taylor Negron,Comedy,4.25,2000,2
Sunil Narkar,Comedy,6.6,34000,1
Stockard Channing,Comedy,6.2,944,1
Steve Guttenberg,Comedy,6.7,801,1
Steve Carell,Comedy,5.9,7000,1
Steve Buscemi,Comedy,5.766666667,36000,3
Stephen Colbert,Comedy,8.1,459,1
Stephanie Szostak,Comedy,5.1,1000,1
Sissy Spacek,Comedy,6.7,874,1
Sid Haig,Comedy,6.5,1000,1
Shannon Elizabeth,Comedy,5.3,1000,1
Shane Dawson,Comedy,5.1,247,1
Sean Young,Comedy,6.9,759,1
Sean Pertwee,Comedy,6.4,722,1
Ryan Reynolds,Comedy,6.45,32000,2
Robin Williams,Comedy,5.6,49000,1
Robert Townsend,Comedy,7,467,1
Robert Forster,Comedy,6.5,889,1
Robert Downey Jr.,Comedy,6.4,21000,1
Robert De Niro,Comedy,6.5,44000,2
Rob Riggle,Comedy,6.15,1678,2
Rob McElhenney,Comedy,8.8,813,1
Rip Torn,Comedy,4.5,826,1
Richard Moll,Comedy,5.7,206,1
Rich Ceraulo,Comedy,3.8,387,1
Regina Hall,Comedy,5.5,807,1
Randy Wayne,Comedy,2.8,984,1
Quinton Aaron,Comedy,6.4,734,1
Peter Graves,Comedy,7.8,628,1
Peter Dinklage,Comedy,6.7,66000,3
Olivia Wilde,Comedy,5.7,10000,1
Oliver Hudson,Comedy,5.3,607,1
Noureen DeWulf,Comedy,2.7,700,1
Neil Hopkins,Comedy,3.3,231,1
Natasha Lyonne,Comedy,5.2,1000,1
Naomi Watts,Comedy,6.7,6000,1
Monique Gabriela Curnen,Comedy,6.2,239,1
Mo'Nique,Comedy,3.8,2817,3
Miranda Cosgrove,Comedy,5.4,2000,1
Milla Jovovich,Comedy,6.366666667,42000,3
Mila Kunis,Comedy,6.7,30000,2
Mike Starr,Comedy,7.6,854,1
Michael Imperioli,Comedy,4.5,873,1
Michael Gross,Comedy,5.3,536,1
Matthew McConaughey,Comedy,4.7,11000,1
Matthew Broderick,Comedy,5.7,2000,1
Matt Damon,Comedy,6.2,26000,2
Matt Bennett,Comedy,4.6,189,1
Mathew Buck,Comedy,7.2,5,1
Mary Lynn Rajskub,Comedy,4.6,934,1
Martin Short,Comedy,9.5,770,1
Marisa Saks,Comedy,3.5,31000,1
Marilyn Rising,Comedy,7.3,142,1
Maria Conchita Alonso,Comedy,3.2,571,1
Mako,Comedy,5.4,691,1
Madeline Kahn,Comedy,7.125,4000,4
Lynn Cohen,Comedy,5.9,474,1
Luenell,Comedy,7.3,332,1
Linda Cardellini,Comedy,7,2000,1
Lily Tomlin,Comedy,6.8,718,1
Lily Cole,Comedy,5.8,785,1
Liam Neeson,Comedy,6.4,14000,1
Lena Dunham,Comedy,6.3,969,1
Leah Remini,Comedy,6.7,909,1
Lauren Holly,Comedy,7.3,879,1
Lamman Rucker,Comedy,3.5,607,1
Lambert Wilson,Comedy,6.1,186,1
Kurtwood Smith,Comedy,6.3,1000,1
Kevin Grevioux,Comedy,5.6,593,1
Katrina Bowden,Comedy,5.5,948,1
Katherine McNamara,Comedy,5.9,19000,1
Kate Upton,Comedy,5.1,971,1
Justin Timberlake,Comedy,5.7,3000,1
Justin Theroux,Comedy,5.7,2000,2
Justin Kirk,Comedy,5.7,945,1
Justin Chon,Comedy,5.9,552,1
Judy Greer,Comedy,6.2,2000,1
Josh Gad,Comedy,6.3,1000,1
Jon Heder,Comedy,6.4,1940,2
Jon Favreau,Comedy,6,8000,2
John Witherspoon,Comedy,6.1,723,1
John Michael Higgins,Comedy,6.9,1914,2
John Belushi,Comedy,7.6,1000,1
Joel McHale,Comedy,6.2,734,1
Joe Lo Truglio,Comedy,6.15,1666,2
Joe Estevez,Comedy,3.9,625,1
Jim Gaffigan,Comedy,6.5,472,1
Jenna Fischer,Comedy,5.3,966,1
Jeff Bridges,Comedy,5.6,12000,1
Jay Mohr,Comedy,6.1,563,1
Jason Mewes,Comedy,5.7,1796,2
James Wolk,Comedy,6,938,1
James Wilcox,Comedy,5.1,683,1
James Nesbitt,Comedy,7.4,773,1
James Franco,Comedy,6.6,11000,1
Jackson Nicoll,Comedy,6.6,925,1
Ivana Milicevic,Comedy,5.8,834,1
Hugh Jackman,Comedy,4.3,20000,1
Hill Harper,Comedy,6.5,465,1
Hector Elizondo,Comedy,7.4,995,1
Heather Matarazzo,Comedy,5.4,529,1
Harrison Ford,Comedy,6.3,11000,1
George C. Scott,Comedy,8.5,654,1
Geoff Stults,Comedy,4.9,1512,2
Gary Cole,Comedy,5.933333333,2967,3
French Stewart,Comedy,2.6,319,1
Fred Willard,Comedy,3.5,729,1
Farrah Fawcett,Comedy,3.6,1000,1
Ethan Suplee,Comedy,6.95,2000,2
Eric Lloyd,Comedy,5.9,775,1
Eric Idle,Comedy,3.5,795,1
Emma Stone,Comedy,7.6,15000,1
Elden Henson,Comedy,3.4,577,1
Elaine Hendrix,Comedy,5.2,670,1
Drake Bell,Comedy,4.6,1000,1
Donald Faison,Comedy,5.2,927,1
Don Rickles,Comedy,6.4,721,1
Don Johnson,Comedy,3.3,982,1
Don Ameche,Comedy,7.5,392,1
Djimon Hounsou,Comedy,5,3000,1
Diedrich Bader,Comedy,3.5,759,1
David Zucker,Comedy,6.5,119,1
Dario Nozic Serini,Comedy,6.4,0,1
Darcy Donavan,Comedy,7.2,640000,1
Craig Roberts,Comedy,6.4,920,1
Craig Ferguson,Comedy,6.3,759,1
Clifton Collins Jr.,Comedy,5.6,968,1
Christopher Meloni,Comedy,5.5,3000,1
Christopher Judge,Comedy,7,1694,2
Chris Moss,Comedy,6.3,33000,1
Chris Evans,Comedy,5.7,11000,1
Chlo? Grace Moretz,Comedy,6,17000,1
Charlyne Yi,Comedy,6.2,529,1
Catherine O'Hara,Comedy,7.6,925,1
Carmen Electra,Comedy,2.3,1738,2
Carlos Ponce,Comedy,4.6,591,1
Bruce Willis,Comedy,4.6,13000,1
Brandon T. Jackson,Comedy,4.9,918,1
Bradley Cooper,Comedy,7.15,28000,2
Bono,Comedy,5.8,468,1
Bob Hoskins,Comedy,4.8,5000,1
Bill Murray,Comedy,5.7,13000,1
Bernie Mac,Comedy,5.35,2000,2
Bella Thorne,Comedy,6.5,35000,1
Beau Mirchoff,Comedy,5.1,2000,1
Barry Corbin,Comedy,5.1,883,1
Austin Pendleton,Comedy,5.7,592,1
Art Hindle,Comedy,6.2,110,1
Arjun Rampal,Comedy,5.3,564,1
Ari Graynor,Comedy,5.7,904,1
Antonia Thomas,Comedy,7.9,381,1
Anna Friel,Comedy,6.3,736,1
Angus T. Jones,Comedy,5.5,1000,1
Angell Conwell,Comedy,4.6,522,1
Andrew Bujalski,Comedy,6.9,26,1
Amy Poehler,Comedy,4.8,1000,1
Alyson Hannigan,Comedy,6.525,12000,4
Alfre Woodard,Comedy,5.5,1000,1
Alex Kendrick,Comedy,5.4,589,1
Al Pacino,Comedy,3.4,14000,1
Adam Sandler,Comedy,5.6,11000,1
Tom Cruise,Biography|Drama|War,7.2,10000,1
Jordi Moll?,Biography|Drama|War,5.9,877,1
George C. Scott,Biography|Drama|War,8,654,1
Emilia Fox,Biography|Drama|War,8.5,396,1
Benedict Cumberbatch,Biography|Drama|Thriller|War,8.1,19000,1
Alan Rickman,Biography|Drama|Thriller|War,7.1,25000,1
Tom Hanks,Biography|Drama|Thriller,7.9,15000,1
Naomi Watts,Biography|Drama|Thriller,6.8,6000,1
Michael Fassbender,Biography|Drama|Thriller,6.5,13000,1
Mem Ferda,Biography|Drama|Thriller,7.1,31000,1
Kevin Spacey,Biography|Drama|Thriller,7.1,18000,1
Benedict Cumberbatch,Biography|Drama|Thriller,6.2,19000,1
Al Pacino,Biography|Drama|Thriller,7.9,14000,1
Finn Wittrock,Biography|Drama|Sport|War,7.2,1538,2
William Hurt,Biography|Drama|Sport,7.1,882,1
Will Smith,Biography|Drama|Sport,6.95,20000,2
Stephen McHattie,Biography|Drama|Sport,7.7,413,1
Stephen Graham,Biography|Drama|Sport,7.6,1000,1
Ryan Gosling,Biography|Drama|Sport,7.8,33000,1
Robert De Niro,Biography|Drama|Sport,8.3,22000,1
Philip Seymour Hoffman,Biography|Drama|Sport,7.6,22000,1
Paddy Considine,Biography|Drama|Sport,8,680,1
Morgan Saylor,Biography|Drama|Sport,7.4,427,1
Mehcad Brooks,Biography|Drama|Sport,7.2,696,1
Jon Hamm,Biography|Drama|Sport,7,4000,1
Heath Ledger,Biography|Drama|Sport,7.1,13000,1
Harrison Ford,Biography|Drama|Sport,7.5,11000,1
Gerard Butler,Biography|Drama|Sport,7.2,18000,1
Emma Bell,Biography|Drama|Sport,6.2,702,1
Donny Boaz,Biography|Drama|Sport,7,2000,1
Denzel Washington,Biography|Drama|Sport,7.6,18000,1
Dennis Quaid,Biography|Drama|Sport,7.3,2000,1
Christian Bale,Biography|Drama|Sport,7.9,23000,1
Catherine Dyer,Biography|Drama|Sport,7.7,768,1
Billy Burke,Biography|Drama|Sport,7.2,2000,1
Anthony Hopkins,Biography|Drama|Sport,7.9,12000,1
Alice Krige,Biography|Drama|Sport,7.2,368,1
Alfre Woodard,Biography|Drama|Sport,6.9,1000,1
Aidan Quinn,Biography|Drama|Sport,5.7,767,1
James Coburn,Biography|Drama|Romance|Western,7.4,773,1
Jeremy Irvine,Biography|Drama|Romance|War,7.1,25000,1
Heike Makatsch,Biography|Drama|Romance|War,7.3,177,1
Omar Epps,Biography|Drama|Romance|Sport,5.3,865,1
Kurtwood Smith,Biography|Drama|Romance|Sport,6.8,1000,1
Aidan Quinn,Biography|Drama|Romance|Sport,6.7,767,1
Ted Danson,Biography|Drama|Romance,6.5,875,1
Steve Carell,Biography|Drama|Romance,6.5,7000,1
Scarlett Johansson,Biography|Drama|Romance,7,19000,1
Salma Hayek,Biography|Drama|Romance,7.4,4000,1
Robert Downey Jr.,Biography|Drama|Romance,6.5,21000,1
Paz Vega,Biography|Drama|Romance,5.7,963,1
Meryl Streep,Biography|Drama|Romance,7.1,22000,2
Kate Winslet,Biography|Drama|Romance,7.1,14000,1
Emily Watson,Biography|Drama|Romance,7,876,1
Eddie Redmayne,Biography|Drama|Romance,7.7,13000,1
David Masterson,Biography|Drama|Romance,7,577,1
Bel?n Rueda,Biography|Drama|Romance,8.1,273,1
Anthony Hopkins,Biography|Drama|Romance,7.4,12000,1
Anne Hathaway,Biography|Drama|Romance,7.1,11000,1
Ahna O'Reilly,Biography|Drama|Romance,7.5,282,1
Abbie Cornish,Biography|Drama|Romance,7,2000,1
Sandra Ellis Lafferty,Biography|Drama|Music|Romance,7.9,523,1
Noah Taylor,Biography|Drama|Music|Romance,7.7,509,1
Nicolas Giraud,Biography|Drama|Music|Romance,6.4,24,1
Bruce Greenwood,Biography|Drama|Music|Romance,7.4,989,1
Sissy Spacek,Biography|Drama|Music|Musical,7.5,874,1
Michael Wincott,Biography|Drama|Music|Musical,7.2,720,1
Kevin Spacey,Biography|Drama|Music|Musical,6.7,18000,1
Kevin McNally,Biography|Drama|Music|Musical,6.6,427,1
Johnny Cannizzaro,Biography|Drama|Music|Musical,6.9,880,1
Tika Sumpter,Biography|Drama|Music,6.9,521,1
Sam Riley,Biography|Drama|Music,7.7,845,1
Robert Downey Jr.,Biography|Drama|Music,6.7,21000,1
Rae'Ven Kelly,Biography|Drama|Music,7.2,90,1
Phyllida Law,Biography|Drama|Music,6.8,60,1
Kristin Scott Thomas,Biography|Drama|Music,7.2,1000,1
Kristen Stewart,Biography|Drama|Music,6.6,17000,1
Jon Seda,Biography|Drama|Music,6.7,565,1
Esai Morales,Biography|Drama|Music,6.8,699,1
Corbin Bleu,Biography|Drama|Music,6.6,632,1
Christian Bale,Biography|Drama|Music,7,23000,1
Cedric the Entertainer,Biography|Drama|Music,7,436,1
Bokeem Woodbine,Biography|Drama|Music,7.7,904,1
Thomas Kretschmann,Biography|Drama|History|War,8.3,918,1
Tenzin Thuthob Tsarong,Biography|Drama|History|War,7,2,1
Oliver Reed,Biography|Drama|History|War,8.4,695,1
Mhairi Calvey,Biography|Drama|History|War,8.4,906,1
Joseph Gordon-Levitt,Biography|Drama|History|War,7.4,23000,1
Eddie Redmayne,Biography|Drama|History|War,6.9,13000,1
Angelina Jolie Pitt,Biography|Drama|History|Thriller|War,6.7,11000,1
David Oyelowo,Biography|Drama|History|Thriller,7.7,1000,1
Clea DuVall,Biography|Drama|History|Thriller,7.7,1000,1
Matt Damon,Biography|Drama|History|Sport,7.4,13000,1
Eddie Cahill,Biography|Drama|History|Sport,7.5,639,1
Seth Gilliam,Biography|Drama|History|Romance,5.7,423,1
Peter Ustinov,Biography|Drama|History|Romance,7.2,440,1
Paul Sorvino,Biography|Drama|History|Romance,7.5,635,1
Natalie Portman,Biography|Drama|History|Romance,6.7,20000,1
Michiel Huisman,Biography|Drama|History|Romance,7.3,2000,1
Martin Landau,Biography|Drama|History|Romance,7,940,1
Kirsten Dunst,Biography|Drama|History|Romance,6.4,4000,1
Dominic Cooper,Biography|Drama|History|Romance,6.9,3000,1
Denzel Washington,Biography|Drama|History|Romance,7.7,18000,1
Colin Firth,Biography|Drama|History|Romance,8,14000,1
Christian Bale,Biography|Drama|History|Romance,6.7,23000,1
Andrea Corr,Biography|Drama|History|Musical,6.3,57,1
Jeffrey Jones,Biography|Drama|History|Music,8.3,692,1
Toby Jones,Biography|Drama|History,6.4,2000,1
Terry Pheto,Biography|Drama|History,7.1,226,2
Ryan Reynolds,Biography|Drama|History,7.3,16000,1
Roma Downey,Biography|Drama|History,5.6,329,1
Robert Shaw,Biography|Drama|History,7.9,559,1
Robert Downey Jr.,Biography|Drama|History,7.5,21000,1
Quvenzhan? Wallis,Biography|Drama|History,8.1,2000,1
Meryl Streep,Biography|Drama|History,6.4,11000,1
Martin Landau,Biography|Drama|History,6.6,940,1
Marco Trevi?o,Biography|Drama|History,6.9,562,1
Mani Bharathi,Biography|Drama|History,7,109,1
Liam Neeson,Biography|Drama|History,8.9,14000,1
Lesley Manville,Biography|Drama|History,6.8,149,1
Jennifer Hudson,Biography|Drama|History,6,549,1
James Franco,Biography|Drama|History,7.6,11000,1
James Callis,Biography|Drama|History,6.3,541,1
Henry Ian Cusick,Biography|Drama|History,7.7,866,1
Fanny Ardant,Biography|Drama|History,7.5,288,1
Derek Luke,Biography|Drama|History,6.7,543,1
Denzel Washington,Biography|Drama|History,7.5,18000,1
David Oyelowo,Biography|Drama|History,7.5,1000,1
Cary-Hiroyuki Tagawa,Biography|Drama|History,7.8,1000,1
Candice Bergen,Biography|Drama|History,8.1,545,1
Anthony Hopkins,Biography|Drama|History,7.1,12000,1
Akshaye Khanna,Biography|Drama|History,7.4,75,1
Anna Friel,Biography|Drama|Fantasy|History,6,735,1
Dennis Quaid,Biography|Drama|Family|Sport,7.1,2000,1
Eleanor Parker,Biography|Drama|Family|Musical|Romance,8,354,1
Scott Glenn,Biography|Drama|Family|History|Sport,7.2,826,1
Johnny Depp,Biography|Drama|Family,7.8,40000,1
Will Smith,Biography|Drama,8,10000,1
Tom Cullen,Biography|Drama,6,507,1
Steve Coogan,Biography|Drama,7.6,1000,1
Sissy Spacek,Biography|Drama,8,874,1
Samantha Morton,Biography|Drama,6.6,631,1
Roger Allam,Biography|Drama,7.3,326,1
Robert De Niro,Biography|Drama,7.2,22000,1
Numan Acar,Biography|Drama,6.6,374,1
Merab Ninidze,Biography|Drama,7.7,56,1
Matthew McConaughey,Biography|Drama,8,11000,1
Liam Neeson,Biography|Drama,7.1,14000,1
Leonardo DiCaprio,Biography|Drama,7.5,29000,1
Keanu Reeves,Biography|Drama,5.8,18000,1
Kate Winslet,Biography|Drama,7.3,28000,2
Julia Roberts,Biography|Drama,7.3,8000,1
John Heard,Biography|Drama,7,697,1
Jason Stuart,Biography|Drama,5.4,990,1
Jacob Vargas,Biography|Drama,5.8,399,1
Hayden Christensen,Biography|Drama,6.4,4000,1
Gary Oldman,Biography|Drama,6.9,10000,1
Faye Dunaway,Biography|Drama,6.7,977,1
Emmanuelle Seigner,Biography|Drama,8,413,1
Eddie Redmayne,Biography|Drama,7,13000,1
Dylan Authors,Biography|Drama,7,20,1
Denzel Washington,Biography|Drama,7.45,36000,2
Colin Firth,Biography|Drama,6.9,14000,1
Brendan Fraser,Biography|Drama,7.5,3000,1
Anthony Hopkins,Biography|Drama,8.2,12000,1
Angelina Jolie Pitt,Biography|Drama,7.3,11000,1
Andrew Garfield,Biography|Drama,7.7,10000,1
Alex Pettyfer,Biography|Drama,7.2,15000,1
Alessandro Nivola,Biography|Drama,6.7,527,1
Adam Goldberg,Biography|Drama,8.2,1000,1
Terry Funk,Biography|Documentary|Sport,7.6,54,1
Mick Jagger,Biography|Documentary|Music,7.2,543,1
Jon Brion,Biography|Documentary|Music,7.6,45,1
James Cagney,Biography|Documentary|Music,8,786,1
Brian Eno,Biography|Documentary|Music,7.3,30,1
Hugh M. Hefner,Biography|Documentary|History,6.8,373,1
Bhole Baba,Biography|Documentary|Drama,7,0,1
Taliesin Jaffe,Biography|Documentary,7.4,26,1
Greg Ayres,Biography|Documentary,7.2,58,1
Katharine Ross,Biography|Crime|Drama|Western,8.1,640,1
Sebastian Koch,Biography|Crime|Drama|War,7.3,380,1
Macaulay Culkin,Biography|Crime|Drama|Thriller,6.3,3000,1
Joseph Gilgun,Biography|Crime|Drama|Thriller,7.3,788,1
Edgar Ram?rez,Biography|Crime|Drama|Thriller,7.7,897,1
Dreama Walker,Biography|Crime|Drama|Thriller,6.4,601,1
Charlize Theron,Biography|Crime|Drama|Thriller,7.3,9000,1
Brenda Fricker,Biography|Crime|Drama|Thriller,6.9,214,1
Kate Winslet,Biography|Crime|Drama|Romance|Thriller,7.4,14000,1
Christoph Waltz,Biography|Crime|Drama|Romance,7,11000,1
Alicia Goranson,Biography|Crime|Drama|Romance,7.6,173,1
Jeremy Renner,Biography|Crime|Drama|Mystery|Thriller,7,10000,1
50 Cent,Biography|Crime|Drama|Music,5,1000,1
Brad Pitt,Biography|Crime|Drama|History|Western,7.5,11000,1
Tom Hardy,Biography|Crime|Drama|History|Thriller,7,27000,1
Johnny Depp,Biography|Crime|Drama|History|Romance,7,40000,1
Aldis Hodge,Biography|Crime|Drama|History|Music,7.9,559,1
John Forsythe,Biography|Crime|Drama|History,8,255,1
Billy Crudup,Biography|Crime|Drama|History,8.1,745,1
Toby Jones,Biography|Crime|Drama,7.1,2000,1
Robert De Niro,Biography|Crime|Drama,8.45,44000,2
Philip Seymour Hoffman,Biography|Crime|Drama,7.4,22000,1
Leonardo DiCaprio,Biography|Crime|Drama,7.3,58000,2
Kelli Garner,Biography|Crime|Drama,7,730,1
Johnny Depp,Biography|Crime|Drama,7.466666667,120000,3
Hunter Parrish,Biography|Crime|Drama,7.5,2000,1
Frank Whaley,Biography|Crime|Drama,6.6,436,1
Ed Begley Jr.,Biography|Crime|Drama,6.6,783,1
Denzel Washington,Biography|Crime|Drama,7.8,18000,1
Clint Eastwood,Biography|Crime|Drama,7.6,16000,1
Chris Evans,Biography|Crime|Drama,6.9,11000,1
Paul McGill,Biography|Crime|Documentary|History|Thriller,7.8,41,1
Anwar Congo,Biography|Crime|Documentary|History,8.2,3,1
Tia Carrere,Biography|Comedy|Romance,5.3,1000,1
Stockard Channing,Biography|Comedy|Romance,5.3,944,1
Keenan Wynn,Biography|Comedy|Musical|Romance|Western,7,277,1
Steve Guttenberg,Biography|Comedy|Musical,4.5,801,1
Robin Williams,Biography|Comedy|Drama|War,7.3,49000,1
Hugh Jackman,Biography|Comedy|Drama|Sport,7.5,40000,2
W. Earl Brown,Biography|Comedy|Drama|Romance,7.2,422,1
Robin Williams,Biography|Comedy|Drama|Romance,6.7,49000,1
Meryl Streep,Biography|Comedy|Drama|Music|Romance,7.1,11000,1
Paul Kaye,Biography|Comedy|Drama|Music,7.4,326,1
Jim Broadbent,Biography|Comedy|Drama|History|Music|Musical,7.4,1000,1
Tom Hanks,Biography|Comedy|Drama|History|Music,7.5,15000,1
Ryan Gosling,Biography|Comedy|Drama|History,7.8,33000,1
Philip Seymour Hoffman,Biography|Comedy|Drama|History,7.1,22000,1
Bob Hoskins,Biography|Comedy|Drama|History,7.2,5000,1
Tasha Smith,Biography|Comedy|Drama|Family|Sport,5.1,721,1
Noah Taylor,Biography|Comedy|Drama|Family|Romance,7.5,509,1
Rosie Perez,Biography|Comedy|Drama,6.4,919,1
Matt Price,Biography|Comedy|Drama,7.4,134,1
Josh Hutcherson,Biography|Comedy|Drama,7.5,14000,1
